代码,简称,日期,开盘价(元),收盘价(元)
600390.SH,五矿资本,2010-01-04,5.38,5.38
600390.SH,五矿资本,2010-01-05,5.39,5.46
600390.SH,五矿资本,2010-01-06,5.43,5.43
600390.SH,五矿资本,2010-01-07,5.51,5.68
600390.SH,五矿资本,2010-01-08,5.63,5.66
600390.SH,五矿资本,2010-01-11,5.66,5.81
600390.SH,五矿资本,2010-01-12,5.81,6.03
600390.SH,五矿资本,2010-01-13,5.90,5.77
600390.SH,五矿资本,2010-01-14,5.79,5.87
600390.SH,五矿资本,2010-01-15,5.87,5.86
600390.SH,五矿资本,2010-01-18,5.83,5.94
600390.SH,五矿资本,2010-01-19,5.94,5.82
600390.SH,五矿资本,2010-01-20,5.81,5.63
600390.SH,五矿资本,2010-01-21,5.64,5.56
600390.SH,五矿资本,2010-01-22,5.47,5.33
600390.SH,五矿资本,2010-01-25,5.12,5.11
600390.SH,五矿资本,2010-01-26,5.08,5.03
600390.SH,五矿资本,2010-01-27,5.04,5.00
600390.SH,五矿资本,2010-01-28,5.00,5.07
600390.SH,五矿资本,2010-01-29,5.02,5.06
600390.SH,五矿资本,2010-02-01,5.08,4.76
600390.SH,五矿资本,2010-02-02,4.83,4.77
600390.SH,五矿资本,2010-02-03,4.76,4.84
600390.SH,五矿资本,2010-02-04,4.81,4.83
600390.SH,五矿资本,2010-02-05,4.72,4.65
600390.SH,五矿资本,2010-02-08,4.63,4.62
600390.SH,五矿资本,2010-02-09,4.62,4.62
600390.SH,五矿资本,2010-02-10,4.67,4.73
600390.SH,五矿资本,2010-02-11,4.71,4.73
600390.SH,五矿资本,2010-02-12,4.76,4.81
600390.SH,五矿资本,2010-02-22,4.81,4.81
600390.SH,五矿资本,2010-02-23,4.78,4.91
600390.SH,五矿资本,2010-02-24,4.89,4.96
600390.SH,五矿资本,2010-02-25,4.95,5.02
600390.SH,五矿资本,2010-02-26,4.98,5.00
600390.SH,五矿资本,2010-03-01,5.04,5.10
600390.SH,五矿资本,2010-03-02,5.10,5.15
600390.SH,五矿资本,2010-03-03,5.16,5.31
600390.SH,五矿资本,2010-03-04,5.33,5.11
600390.SH,五矿资本,2010-03-05,5.18,5.16
600390.SH,五矿资本,2010-03-08,5.09,5.14
600390.SH,五矿资本,2010-03-09,5.13,5.23
600390.SH,五矿资本,2010-03-10,5.20,5.31
600390.SH,五矿资本,2010-03-11,5.24,5.42
600390.SH,五矿资本,2010-03-12,5.39,5.18
600390.SH,五矿资本,2010-03-15,5.22,5.10
600390.SH,五矿资本,2010-03-16,5.14,5.26
600390.SH,五矿资本,2010-03-17,5.26,5.34
600390.SH,五矿资本,2010-03-18,5.31,5.28
600390.SH,五矿资本,2010-03-19,5.28,5.27
600390.SH,五矿资本,2010-03-22,5.23,5.40
600390.SH,五矿资本,2010-03-23,5.42,5.42
600390.SH,五矿资本,2010-03-24,5.47,5.41
600390.SH,五矿资本,2010-03-25,5.37,5.48
600390.SH,五矿资本,2010-03-26,5.47,5.52
600390.SH,五矿资本,2010-03-29,5.53,5.52
600390.SH,五矿资本,2010-03-30,5.51,5.67
600390.SH,五矿资本,2010-03-31,5.67,5.69
600390.SH,五矿资本,2010-04-01,5.68,5.86
600390.SH,五矿资本,2010-04-02,5.87,5.86
600390.SH,五矿资本,2010-04-06,5.86,5.70
600390.SH,五矿资本,2010-04-07,5.69,5.73
600390.SH,五矿资本,2010-04-08,5.73,5.53
600390.SH,五矿资本,2010-04-09,5.53,5.53
600390.SH,五矿资本,2010-04-12,5.61,5.66
600390.SH,五矿资本,2010-04-13,5.63,5.75
600390.SH,五矿资本,2010-04-14,5.72,5.76
600390.SH,五矿资本,2010-04-15,5.75,5.56
600390.SH,五矿资本,2010-04-16,5.56,5.54
600390.SH,五矿资本,2010-04-19,5.47,5.26
600390.SH,五矿资本,2010-04-20,5.20,5.22
600390.SH,五矿资本,2010-04-21,5.24,5.42
600390.SH,五矿资本,2010-04-22,5.46,5.56
600390.SH,五矿资本,2010-04-23,5.54,5.70
600390.SH,五矿资本,2010-04-26,5.73,5.68
600390.SH,五矿资本,2010-04-27,5.70,5.63
600390.SH,五矿资本,2010-04-28,5.52,5.85
600390.SH,五矿资本,2010-04-29,5.88,5.63
600390.SH,五矿资本,2010-04-30,5.49,5.16
600390.SH,五矿资本,2010-05-04,5.02,5.18
600390.SH,五矿资本,2010-05-05,5.04,5.31
600390.SH,五矿资本,2010-05-06,5.26,5.28
600390.SH,五矿资本,2010-05-07,5.16,4.96
600390.SH,五矿资本,2010-05-10,4.97,4.73
600390.SH,五矿资本,2010-05-11,4.83,4.70
600390.SH,五矿资本,2010-05-12,4.68,4.56
600390.SH,五矿资本,2010-05-13,4.56,4.70
600390.SH,五矿资本,2010-05-14,4.67,4.78
600390.SH,五矿资本,2010-05-17,4.68,4.46
600390.SH,五矿资本,2010-05-18,4.43,4.48
600390.SH,五矿资本,2010-05-19,4.41,4.44
600390.SH,五矿资本,2010-05-20,4.37,4.35
600390.SH,五矿资本,2010-05-21,4.13,4.30
600390.SH,五矿资本,2010-05-24,4.33,4.48
600390.SH,五矿资本,2010-05-25,4.47,4.59
600390.SH,五矿资本,2010-05-26,4.54,4.59
600390.SH,五矿资本,2010-05-27,4.57,4.89
600390.SH,五矿资本,2010-05-28,4.91,4.83
600390.SH,五矿资本,2010-05-31,4.78,4.69
600390.SH,五矿资本,2010-06-01,4.65,4.80
600390.SH,五矿资本,2010-06-02,4.72,4.85
600390.SH,五矿资本,2010-06-03,4.87,4.69
600390.SH,五矿资本,2010-06-04,4.67,4.77
600390.SH,五矿资本,2010-06-07,4.65,4.65
600390.SH,五矿资本,2010-06-08,4.65,4.64
600390.SH,五矿资本,2010-06-09,4.68,4.85
600390.SH,五矿资本,2010-06-10,4.84,4.82
600390.SH,五矿资本,2010-06-11,4.84,4.86
600390.SH,五矿资本,2010-06-17,4.87,4.81
600390.SH,五矿资本,2010-06-18,4.78,4.42
600390.SH,五矿资本,2010-06-21,4.41,4.58
600390.SH,五矿资本,2010-06-22,4.57,4.61
