代码,简称,日期,开盘价(元),收盘价(元)
000001.SZ,平安银行,2010-01-04,7.93,7.67
000001.SZ,平安银行,2010-01-05,7.68,7.53
000001.SZ,平安银行,2010-01-06,7.52,7.40
000001.SZ,平安银行,2010-01-07,7.40,7.32
000001.SZ,平安银行,2010-01-08,7.27,7.31
000001.SZ,平安银行,2010-01-11,7.60,7.31
000001.SZ,平安银行,2010-01-12,7.30,7.26
000001.SZ,平安银行,2010-01-13,7.07,6.78
000001.SZ,平安银行,2010-01-14,6.79,6.78
000001.SZ,平安银行,2010-01-15,6.80,6.93
000001.SZ,平安银行,2010-01-18,6.93,6.94
000001.SZ,平安银行,2010-01-19,6.98,7.19
000001.SZ,平安银行,2010-01-20,7.18,6.91
000001.SZ,平安银行,2010-01-21,6.98,7.33
000001.SZ,平安银行,2010-01-22,7.26,7.46
000001.SZ,平安银行,2010-01-25,7.31,7.17
000001.SZ,平安银行,2010-01-26,7.17,7.13
000001.SZ,平安银行,2010-01-27,7.24,7.08
000001.SZ,平安银行,2010-01-28,7.05,7.03
000001.SZ,平安银行,2010-01-29,6.98,7.02
000001.SZ,平安银行,2010-02-01,7.02,6.87
000001.SZ,平安银行,2010-02-02,6.87,6.91
000001.SZ,平安银行,2010-02-03,6.96,7.30
000001.SZ,平安银行,2010-02-04,7.22,7.18
000001.SZ,平安银行,2010-02-05,6.99,7.11
000001.SZ,平安银行,2010-02-08,7.07,6.97
000001.SZ,平安银行,2010-02-09,6.98,7.11
000001.SZ,平安银行,2010-02-10,7.18,7.20
000001.SZ,平安银行,2010-02-11,7.18,7.15
000001.SZ,平安银行,2010-02-12,7.17,7.26
000001.SZ,平安银行,2010-02-22,7.21,7.15
000001.SZ,平安银行,2010-02-23,7.12,6.97
000001.SZ,平安银行,2010-02-24,6.92,7.02
000001.SZ,平安银行,2010-02-25,7.01,7.16
000001.SZ,平安银行,2010-02-26,7.12,7.26
000001.SZ,平安银行,2010-03-01,7.26,7.26
000001.SZ,平安银行,2010-03-02,7.40,7.47
000001.SZ,平安银行,2010-03-03,7.47,7.53
000001.SZ,平安银行,2010-03-04,7.54,7.47
000001.SZ,平安银行,2010-03-05,7.47,7.52
000001.SZ,平安银行,2010-03-08,7.54,7.71
000001.SZ,平安银行,2010-03-09,7.72,7.70
000001.SZ,平安银行,2010-03-10,7.67,7.57
000001.SZ,平安银行,2010-03-11,7.61,7.65
000001.SZ,平安银行,2010-03-12,7.61,7.41
000001.SZ,平安银行,2010-03-15,7.40,7.24
000001.SZ,平安银行,2010-03-16,7.24,7.29
000001.SZ,平安银行,2010-03-17,7.31,7.50
000001.SZ,平安银行,2010-03-18,7.52,7.45
000001.SZ,平安银行,2010-03-19,7.45,7.45
000001.SZ,平安银行,2010-03-22,7.41,7.49
000001.SZ,平安银行,2010-03-23,7.50,7.38
000001.SZ,平安银行,2010-03-24,7.39,7.37
000001.SZ,平安银行,2010-03-25,7.36,7.21
000001.SZ,平安银行,2010-03-26,7.21,7.38
000001.SZ,平安银行,2010-03-29,7.42,7.62
000001.SZ,平安银行,2010-03-30,7.64,7.65
000001.SZ,平安银行,2010-03-31,7.65,7.50
000001.SZ,平安银行,2010-04-01,7.52,7.57
000001.SZ,平安银行,2010-04-02,7.59,7.58
000001.SZ,平安银行,2010-04-06,7.62,7.56
000001.SZ,平安银行,2010-04-07,7.55,7.39
000001.SZ,平安银行,2010-04-08,7.38,7.30
000001.SZ,平安银行,2010-04-09,7.30,7.33
000001.SZ,平安银行,2010-04-12,7.35,7.14
000001.SZ,平安银行,2010-04-13,7.17,7.24
000001.SZ,平安银行,2010-04-14,7.24,7.19
000001.SZ,平安银行,2010-04-15,7.20,7.24
000001.SZ,平安银行,2010-04-16,7.20,7.12
000001.SZ,平安银行,2010-04-19,6.97,6.49
000001.SZ,平安银行,2010-04-20,6.51,6.39
000001.SZ,平安银行,2010-04-21,6.41,6.51
000001.SZ,平安银行,2010-04-22,6.47,6.33
000001.SZ,平安银行,2010-04-23,6.35,6.52
000001.SZ,平安银行,2010-04-26,6.47,6.45
000001.SZ,平安银行,2010-04-27,6.40,6.42
000001.SZ,平安银行,2010-04-28,6.38,6.51
000001.SZ,平安银行,2010-04-29,6.57,6.52
000001.SZ,平安银行,2010-04-30,6.55,6.65
000001.SZ,平安银行,2010-05-04,6.50,6.47
000001.SZ,平安银行,2010-05-05,6.50,6.43
000001.SZ,平安银行,2010-05-06,6.37,5.95
000001.SZ,平安银行,2010-05-07,5.83,5.90
000001.SZ,平安银行,2010-05-10,5.93,5.96
000001.SZ,平安银行,2010-05-11,6.10,5.65
000001.SZ,平安银行,2010-05-12,5.59,5.86
000001.SZ,平安银行,2010-05-13,5.82,6.04
000001.SZ,平安银行,2010-05-14,6.04,5.93
000001.SZ,平安银行,2010-05-17,5.82,5.64
000001.SZ,平安银行,2010-05-18,5.66,5.81
000001.SZ,平安银行,2010-05-19,5.74,5.74
000001.SZ,平安银行,2010-05-20,5.68,5.67
000001.SZ,平安银行,2010-05-21,5.53,5.76
000001.SZ,平安银行,2010-05-24,5.79,5.95
000001.SZ,平安银行,2010-05-25,5.88,5.75
000001.SZ,平安银行,2010-05-26,5.78,5.79
000001.SZ,平安银行,2010-05-27,5.78,5.84
000001.SZ,平安银行,2010-05-28,5.90,5.85
000001.SZ,平安银行,2010-05-31,5.79,5.66
000001.SZ,平安银行,2010-06-01,5.64,5.59
000001.SZ,平安银行,2010-06-02,5.58,5.57
000001.SZ,平安银行,2010-06-03,5.60,5.57
000001.SZ,平安银行,2010-06-04,5.56,5.59
000001.SZ,平安银行,2010-06-07,5.53,5.47
000001.SZ,平安银行,2010-06-08,5.47,5.40
000001.SZ,平安银行,2010-06-09,5.43,5.71
000001.SZ,平安银行,2010-06-10,5.58,5.53
000001.SZ,平安银行,2010-06-11,5.56,5.55
000001.SZ,平安银行,2010-06-17,5.55,5.55
000001.SZ,平安银行,2010-06-18,5.56,5.60
000001.SZ,平安银行,2010-06-21,5.60,5.92
000001.SZ,平安银行,2010-06-22,5.90,5.99
000001.SZ,平安银行,2010-06-23,5.92,5.93
000001.SZ,平安银行,2010-06-24,5.92,5.99
000001.SZ,平安银行,2010-06-25,5.95,5.86
000001.SZ,平安银行,2010-06-28,5.84,5.98
000001.SZ,平安银行,2010-06-29,5.99,5.66
000001.SZ,平安银行,2010-06-30,5.66,5.66
000001.SZ,平安银行,2010-07-01,5.66,5.66
000001.SZ,平安银行,2010-07-02,5.66,5.66
000001.SZ,平安银行,2010-07-05,5.66,5.66
000001.SZ,平安银行,2010-07-06,5.66,5.66
000001.SZ,平安银行,2010-07-07,5.66,5.66
000001.SZ,平安银行,2010-07-08,5.66,5.66
000001.SZ,平安银行,2010-07-09,5.66,5.66
000001.SZ,平安银行,2010-07-12,5.66,5.66
000001.SZ,平安银行,2010-07-13,5.66,5.66
000001.SZ,平安银行,2010-07-14,5.66,5.66
000001.SZ,平安银行,2010-07-15,5.66,5.66
000001.SZ,平安银行,2010-07-16,5.66,5.66
000001.SZ,平安银行,2010-07-19,5.66,5.66
000001.SZ,平安银行,2010-07-20,5.66,5.66
000001.SZ,平安银行,2010-07-21,5.66,5.66
000001.SZ,平安银行,2010-07-22,5.66,5.66
000001.SZ,平安银行,2010-07-23,5.66,5.66
000001.SZ,平安银行,2010-07-26,5.66,5.66
000001.SZ,平安银行,2010-07-27,5.66,5.66
000001.SZ,平安银行,2010-07-28,5.66,5.66
000001.SZ,平安银行,2010-07-29,5.66,5.66
000001.SZ,平安银行,2010-07-30,5.66,5.66
000001.SZ,平安银行,2010-08-02,5.66,5.66
000001.SZ,平安银行,2010-08-03,5.66,5.66
000001.SZ,平安银行,2010-08-04,5.66,5.66
000001.SZ,平安银行,2010-08-05,5.66,5.66
000001.SZ,平安银行,2010-08-06,5.66,5.66
000001.SZ,平安银行,2010-08-09,5.66,5.66
000001.SZ,平安银行,2010-08-10,5.66,5.66
000001.SZ,平安银行,2010-08-11,5.66,5.66
000001.SZ,平安银行,2010-08-12,5.66,5.66
000001.SZ,平安银行,2010-08-13,5.66,5.66
000001.SZ,平安银行,2010-08-16,5.66,5.66
000001.SZ,平安银行,2010-08-17,5.66,5.66
000001.SZ,平安银行,2010-08-18,5.66,5.66
000001.SZ,平安银行,2010-08-19,5.66,5.66
000001.SZ,平安银行,2010-08-20,5.66,5.66
000001.SZ,平安银行,2010-08-23,5.66,5.66
000001.SZ,平安银行,2010-08-24,5.66,5.66
000001.SZ,平安银行,2010-08-25,5.66,5.66
000001.SZ,平安银行,2010-08-26,5.66,5.66
000001.SZ,平安银行,2010-08-27,5.66,5.66
000001.SZ,平安银行,2010-08-30,5.66,5.66
000001.SZ,平安银行,2010-08-31,5.66,5.66
000001.SZ,平安银行,2010-09-01,5.66,5.66
000001.SZ,平安银行,2010-09-02,6.14,5.88
000001.SZ,平安银行,2010-09-03,5.87,5.74
000001.SZ,平安银行,2010-09-06,5.77,5.88
000001.SZ,平安银行,2010-09-07,5.93,5.83
000001.SZ,平安银行,2010-09-08,5.79,5.71
000001.SZ,平安银行,2010-09-09,5.71,5.57
000001.SZ,平安银行,2010-09-10,5.55,5.56
000001.SZ,平安银行,2010-09-13,5.56,5.53
000001.SZ,平安银行,2010-09-14,5.55,5.55
000001.SZ,平安银行,2010-09-15,5.56,5.47
000001.SZ,平安银行,2010-09-16,5.50,5.38
000001.SZ,平安银行,2010-09-17,5.39,5.38
000001.SZ,平安银行,2010-09-20,5.39,5.40
000001.SZ,平安银行,2010-09-21,5.43,5.37
000001.SZ,平安银行,2010-09-27,5.38,5.40
000001.SZ,平安银行,2010-09-28,5.39,5.26
000001.SZ,平安银行,2010-09-29,5.24,5.24
000001.SZ,平安银行,2010-09-30,5.24,5.24
000001.SZ,平安银行,2010-10-08,5.40,5.57
000001.SZ,平安银行,2010-10-11,5.60,5.83
000001.SZ,平安银行,2010-10-12,5.84,5.81
000001.SZ,平安银行,2010-10-13,5.82,5.99
000001.SZ,平安银行,2010-10-14,6.03,5.93
000001.SZ,平安银行,2010-10-15,5.88,6.19
000001.SZ,平安银行,2010-10-18,6.27,6.20
000001.SZ,平安银行,2010-10-19,6.18,6.32
000001.SZ,平安银行,2010-10-20,6.19,6.30
000001.SZ,平安银行,2010-10-21,6.30,6.09
000001.SZ,平安银行,2010-10-22,6.00,5.99
000001.SZ,平安银行,2010-10-25,6.00,6.11
000001.SZ,平安银行,2010-10-26,6.14,6.03
000001.SZ,平安银行,2010-10-27,6.01,6.00
000001.SZ,平安银行,2010-10-28,6.01,6.07
000001.SZ,平安银行,2010-10-29,6.08,5.95
000001.SZ,平安银行,2010-11-01,5.98,6.00
000001.SZ,平安银行,2010-11-02,6.00,6.03
000001.SZ,平安银行,2010-11-03,6.02,6.16
000001.SZ,平安银行,2010-11-04,6.12,6.12
000001.SZ,平安银行,2010-11-05,6.18,6.12
000001.SZ,平安银行,2010-11-08,6.13,6.19
000001.SZ,平安银行,2010-11-09,6.20,6.03
000001.SZ,平安银行,2010-11-10,5.99,5.86
000001.SZ,平安银行,2010-11-11,5.88,5.96
000001.SZ,平安银行,2010-11-12,5.89,5.56
